,0,1,2,3,4,5,6,7,8,9,10,11
2016-07-19,3.0,5.0,3.0,6.0,6.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0
2016-07-20,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,5.0,1.0,3.0
2016-07-21,3.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0
2016-07-22,1.0,2.0,1.0,1.0,2.0,2.0,6.0,2.0,4.0,3.0,1.0,1.0
2016-07-23,4.0,2.0,3.0,3.0,6.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0
2016-07-24,2.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0
2016-07-25,3.0,1.0,3.0,2.0,1.0,7.0,2.0,1.0,5.0,3.0,1.0,2.0
2016-07-26,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0
2016-07-27,2.0,3.0,1.0,2.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0
2016-07-28,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0
2016-07-29,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0
2016-07-30,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0
2016-07-31,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0
2016-08-01,3.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0
2016-08-02,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0
2016-08-03,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0
2016-08-04,2.0,4.0,7.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0
2016-08-05,5.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0
2016-08-06,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0
2016-08-07,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0
2016-08-08,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
2016-08-09,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0
2016-08-10,2.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0
2016-08-11,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
2016-08-12,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
2016-08-13,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-14,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
2016-08-15,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
2016-08-16,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0
2016-08-17,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
2016-08-18,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2016-08-19,2.0,1.0,4.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0
2016-08-20,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
2016-08-21,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
2016-08-22,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
2016-08-23,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
2016-08-24,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-25,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-26,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
2016-08-27,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
